MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition
1,0,0,0,0,0,0,0,14,0,0,4,4,5,2,16,3,0,0,6,6,1,1,0,1,0,1,0,0,1,0,0,4,3,3,2,0,0,1,0,0,0
3,0,0,0,0,0,0,0,5,0,0,0,0,0,2,22,12,0,0,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,15,3,0,0,0,5,0,70,8,0,0,1,1,1,1,0,1,0,2,0,0,1,0,2,1,1,1,4,2,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,13,0,0,0,2,1,3,102,5,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
0,0,0,1,0,0,0,0,3,0,0,0,1,2,2,49,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,22,0,0,4,0,1,0,63,48,0,0,3,11,0,1,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,5
0,0,0,1,0,0,0,0,11,0,0,0,1,3,3,28,10,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,3,0,0,1,2,0,0,0,0,0,2,8,4,0,0,9,2,1,1,2,2,0,2,0,0,1,0,2,0,0,0,0,2,0,1,0,0,0
0,0,0,0,0,0,0,0,11,3,0,0,2,1,0,47,8,0,0,0,0,1,1,0,1,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,2,0,15,0,0,0,1,3,3,39,41,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0
0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,1,1,0,0,7,4,0,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,3,0,3,0,0,0,0,2,3,29,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,11,0,0,0,1,1,6,21,34,1,0,2,5,0,1,0,1,0,1,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,15,0,0,0,4,5,0,41,28,0,0,7,4,1,1,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,2,0,0,3,0,5,6,0,0,1,2,0,11,10,0,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,2,0,0,0,0,0,0,1,2
0,0,0,1,0,0,2,0,17,0,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,11,0,0,0,0,1,0,10,43,4,5,7,4,3,1,1,1,0,2,0,0,1,6,5,3,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,12,0,0,0,1,1,0,29,30,0,0,3,3,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,2,1,9,0,0,0,1,3,2,46,26,0,0,6,5,1,1,0,1,0,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,0,0,1,5,0,91,8,0,0,1,1,1,1,0,2,0,0,0,0,3,0,2,1,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,15,3,0,0,0,1,2,82,8,2,0,2,5,1,1,1,2,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1,0,0,0,1,1,2,54,44,0,0,7,4,1,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,0,0,1,1,3,24,16,1,0,6,6,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,0,0,0,1,1,2,10,9,0,0,3,3,1,1,0,1,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,20,0,0,4,0,1,2,90,59,0,0,7,10,1,1,0,1,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,7,0,0,0,0,5,5,83,8,0,0,8,8,1,1,0,2,1,3,1,0,1,3,0,6,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,7,0,0,0,1,3,1,67,10,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0,0,0,1,0,0,0,0,18,0,0,0,1,2,0,74,17,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,2
0,0,0,1,0,0,0,0,9,0,0,0,1,3,0,53,39,1,0,2,5,0,1,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,12,0,0,3,1,1,0,84,23,0,0,7,4,1,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4,0,2,2,1,0,0,0,23,0,0,0,2,3,0,78,4,0,0,0,8,1,1,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
0,0,0,0,3,0,0,0,19,0,0,0,1,1,0,92,18,0,0,2,5,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,2,0,0,0,0,0,1,4,0,20,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
0,0,0,2,0,0,3,0,3,0,0,0,0,0,0,45,30,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,3,0,18,0,0,3,0,0,0,68,52,0,0,3,3,1,0,0,1,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,5,0,0,0,0,0,2,22,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2
3,0,0,2,0,0,1,0,5,0,0,3,0,0,0,6,16,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,3,0,0,0,18,0,0,0,1,2,2,22,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2
0,0,0,1,0,0,2,0,10,0,0,3,1,1,0,11,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,2,0,3,0,0,0,0,6,2,29,5,0,1,3,3,0,2,0,0,0,0,0,0,2,0,4,0,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,85,20,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,2,7,0,0,0,1,3,2,42,34,0,0,1,1,1,1,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,2,0,8,0,0,0,2,3,2,65,8,0,0,2,5,1,1,2,2,0,2,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
0,0,0,1,0,0,0,0,16,0,0,0,1,1,2,72,26,0,0,3,3,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,8,0,0,0,1,3,3,42,8,0,0,2,2,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,15,0,0,0,1,3,3,64,49,0,0,2,5,1,1,0,0,0,3,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,9,4,0,0,1,3,1,10,37,0,0,1,1,1,1,1,1,0,0,0,0,1,0,2,1,1,0,0,0,0,1,0,0,0
3,0,2,2,0,0,0,0,5,0,0,3,1,0,0,6,16,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,16,0,0,0,1,2,0,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,60,45,1,0,3,3,0,1,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0
0,0,0,1,0,0,0,0,18,0,0,0,0,2,0,13,10,1,0,0,0,0,2,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,1,2
1,0,0,0,0,0,0,0,7,1,0,1,0,3,7,83,29,0,0,2,5,1,1,1,2,0,1,0,0,0,0,5,1,1,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,13,0,0,1,0,5,0,19,8,1,0,0,2,1,3,2,4,0,3,1,0,3,4,0,4,3,3,2,1,0,0,3,0,0
0,0,0,2,2,0,3,2,19,0,0,0,1,0,0,63,2,0,0,7,4,2,1,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10,0,0,3,1,2,0,13,10,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,22,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,2
0,0,0,1,0,0,0,0,9,0,0,0,1,3,3,27,24,0,0,3,3,3,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,0,0,1,0,0,0,0,8,0,0,0,1,7,2,61,0,0,0,0,0,1,0,0,1,0,1,0,0,1,5,0,4,3,3,2,1,0,0,0,0,0
2,0,2,0,3,0,0,1,13,0,0,0,2,5,3,83,8,0,0,1,1,1,1,0,5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
0,0,0,1,3,0,0,0,18,0,0,3,1,2,0,62,31,0,0,3,3,1,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,8,6,0,1,1,5,0,16,3,0,0,3,3,0,1,0,1,1,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,3,0,9,4,0,0,0,1,1,1,6,0,0,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,0,0,0,1,1,0,99,60,1,0,3,3,0,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1,0,1,0,1,0,0,0,7,0,0,0,0,0,1,103,30,0,0,2,0,1,1,1,2,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,6,0,0,0,1,3,2,7,4,0,0,3,3,1,1,0,1,0,1,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,54,1,0,2,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,60,45,0,0,3,4,1,1,0,1,0,2,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0
0,0,0,1,2,0,3,1,18,0,0,0,1,2,0,55,42,0,0,3,3,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,0,0,0,1,5,3,16,3,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,15,0,0,0,2,5,2,30,28,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,15,0,0,0,1,4,0,22,17,1,0,6,6,2,2,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,0,0,0,1,5,2,16,3,0,0,3,4,1,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
0,0,0,1,0,0,2,0,2,0,0,0,1,1,7,62,12,1,0,2,4,0,0,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,11,0,0,2,1,3,0,18,46,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,2,1
1,0,1,0,0,0,0,0,13,0,0,0,2,5,0,82,8,0,0,1,1,1,1,0,1,0,2,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,18,0,0,3,1,2,0,49,29,0,0,6,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,2,0,16,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,9,1,0,0,1,3,2,53,22,1,0,3,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0
0,0,0,1,0,0,2,0,9,0,0,0,1,3,0,21,34,0,0,7,4,1,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5
1,0,0,0,0,0,0,0,7,0,0,0,6,0,3,101,3,0,0,2,5,1,1,0,2,1,3,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,11,0,0,2,1,7,4,52,8,0,0,9,13,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,1,3,0,3,0,17,0,0,0,0,2,0,11,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,15,0,0,2,1,3,0,72,55,0,0,7,4,1,1,0,1,0,2,0,0,1,0,0,4,3,3,2,0,0,0,0,0,4
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,7,0,0,0,0,3,3,48,2,0,0,2,2,1,1,1,2,0,0,0,0,1,0,0,1,1,0,3,0,0,3,0,0,1
0,0,0,1,0,0,0,0,9,1,0,0,1,1,1,53,29,1,0,3,3,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,4,14,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0
0,0,0,1,0,0,0,0,9,0,0,0,5,3,2,37,41,0,0,3,3,1,1,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,3,0,0,0,18,0,0,3,1,2,0,5,40,0,0,3,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,6,0,0,0,0,2,7,1,29,1,0,0,0,0,2,1,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
1,0,2,1,0,0,2,0,7,0,0,0,0,0,3,88,0,3,0,9,8,1,0,0,5,1,2,1,0,0,0,2,1,1,0,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,92,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,15,0,0,0,2,5,6,43,8,0,0,5,2,1,1,0,4,3,2,1,1,1,4,0,1,1,0,0,1,0,0,0,0,0
1,0,1,0,0,0,2,0,7,0,0,0,2,5,3,48,16,0,0,2,5,1,1,0,2,0,1,0,0,1,3,0,4,3,3,2,1,0,0,0,0,0
0,0,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,35,18,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,11,6,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,0,0,0,1,1,1,60,6,0,0,7,4,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,0,2,0,0,0,0,0,5,0,0,3,0,1,0,40,41,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,22,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,3,0,9,0,0,0,0,1,0,90,59,1,0,3,3,3,1,0,1,0,2,0,0,1,0,1,0,2,0,0,0,0,3,0,0,1
3,0,2,0,0,0,0,0,5,0,0,4,0,0,0,40,41,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,3,0,0,0,0,2,0,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,0,0,0,1,1,2,28,19,1,0,2,5,1,1,0,1,0,0,0,0,1,0,0,1,1,4,5,0,0,0,1,0,0
1,0,0,0,0,0,1,0,8,1,0,0,1,3,0,67,8,0,0,2,5,1,1,0,0,0,2,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,51,37,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,40,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,3,0,1,0,0,3,1,2,0,49,29,1,0,4,7,1,0,1,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,5,0,0,0,1,4,0,74,17,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,1,2
0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,62,55,0,0,3,3,0,1,0,1,0,2,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0
0,0,0,1,0,0,0,0,4,0,0,0,2,1,3,70,42,0,0,0,0,1,1,0,1,0,0,0,0,1,4,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
0,0,0,2,3,0,3,1,18,0,0,0,0,2,0,0,0,1,0,6,2,0,2,0,0,0,0,0,0,2,4,2,2,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,3,0,9,0,0,0,4,3,0,44,38,1,0,2,5,1,1,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,15,0,0,0,1,5,0,23,58,0,0,2,5,1,1,0,1,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,15,0,0,0,5,1,0,1,1,0,0,7,4,1,1,0,1,0,2,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,11,1,0,0,1,3,0,18,46,0,0,2,5,1,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,2,0,10,0,0,0,1,2,0,13,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,1,2
1,0,0,0,0,0,1,0,4,0,0,3,1,1,0,45,30,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0,0,0,1,0,0,0,0,9,0,0,0,1,3,0,99,60,1,0,3,4,1,1,0,1,0,2,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0
4,0,0,0,0,0,0,0,12,1,0,2,1,3,0,54,44,0,0,7,4,0,1,0,4,0,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4,0,0,2,4,1,0,54,44,0,0,7,11,0,1,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,49,29,0,0,3,3,0,1,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,86,36,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,2,0,4,0,0,0,4,3,2,90,59,0,0,7,4,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,7,0,0,0,6,1,2,101,14,0,0,2,2,1,1,0,1,0,0,0,0,1,0,2,4,3,3,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,1,0,0,1,1,0,17,15,0,0,4,5,1,1,0,1,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,7,3,0,0,2,3,2,3,8,0,0,1,1,1,1,1,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,6,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,2,0,7,0,0,0,1,5,3,30,4,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
0,0,0,1,2,0,0,0,19,0,0,0,0,1,1,27,12,0,0,3,3,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,21,0,0,3,1,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,2,0,4,0,0,0,5,1,0,1,1,0,0,3,3,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,3,0,3,0,0,0,0,0,0,92,18,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5,0,0,0,1,2,0,22,12,0,0,6,6,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2
0,0,0,1,0,0,2,0,17,0,0,0,0,0,0,29,29,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,12,0,0,0,0,1,2,84,35,0,0,3,3,0,1,0,1,0,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,9,0,0,0,1,1,0,54,44,0,0,7,4,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,11,0,0,0,1,3,0,31,32,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,74,37,1,0,0,0,2,2,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,1,2
0,0,0,0,0,0,2,0,23,1,0,0,2,3,3,96,8,0,0,2,5,0,1,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
0,0,0,1,3,0,0,1,19,1,0,0,0,1,0,35,18,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,13,0,0,0,1,5,3,77,20,0,0,1,1,1,1,0,1,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,5,2,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,74,37,1,0,0,0,2,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,1,2
0,0,0,0,0,0,0,0,11,0,0,0,1,3,0,30,56,0,0,2,5,1,1,0,1,0,2,0,0,1,1,0,0,1,0,0,0,0,2,0,0,5
0,0,0,1,0,0,1,0,5,0,0,0,1,0,0,74,17,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2
0,0,0,0,0,0,0,0,11,0,0,0,5,3,0,17,15,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,8,0,0,0,0,3,2,66,16,0,0,2,5,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,0,0,0,5,3,0,27,24,0,0,0,0,0,1,0,1,0,2,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0
1,0,0,0,0,0,2,0,7,0,0,0,6,3,0,104,9,1,0,8,9,1,1,0,0,0,2,1,2,1,0,0,1,1,1,4,1,0,1,0,0,0
0,0,0,0,0,0,0,0,6,0,0,0,1,1,2,99,41,1,0,3,3,0,1,0,1,0,3,0,0,0,0,3,0,0,0,0,0,2,3,0,0,0
1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3,0
